Id,UserId,Name,Date,Class,TagBased
67,41,Autobiographer,2010-07-19T19:39:10.167,3,False
69,46,Autobiographer,2010-07-19T19:39:10.200,3,False
70,50,Autobiographer,2010-07-19T19:39:10.230,3,False
71,53,Autobiographer,2010-07-19T19:39:10.247,3,False
72,54,Autobiographer,2010-07-19T19:39:10.277,3,False
73,55,Autobiographer,2010-07-19T19:39:10.323,3,False
74,57,Autobiographer,2010-07-19T19:39:10.323,3,False
75,59,Autobiographer,2010-07-19T19:39:10.323,3,False
76,60,Autobiographer,2010-07-19T19:39:10.323,3,False
77,62,Autobiographer,2010-07-19T19:39:10.340,3,False
78,64,Autobiographer,2010-07-19T19:39:10.340,3,False
79,65,Autobiographer,2010-07-19T19:39:10.340,3,False
80,66,Autobiographer,2010-07-19T19:39:10.357,3,False
81,69,Autobiographer,2010-07-19T19:39:10.370,3,False
82,71,Autobiographer,2010-07-19T19:39:10.387,3,False
83,74,Autobiographer,2010-07-19T19:39:10.387,3,False
84,75,Autobiographer,2010-07-19T19:39:10.417,3,False
85,76,Autobiographer,2010-07-19T19:39:10.450,3,False
86,78,Autobiographer,2010-07-19T19:39:10.480,3,False
87,80,Autobiographer,2010-07-19T19:39:10.497,3,False
88,84,Autobiographer,2010-07-19T19:39:10.527,3,False
89,85,Autobiographer,2010-07-19T19:39:10.590,3,False
91,23,Nice Answer,2010-07-19T19:39:10.870,3,False
93,22,Student,2010-07-19T19:44:07.037,3,False
94,62,Student,2010-07-19T19:44:07.113,3,False
95,8,Supporter,2010-07-19T19:44:07.270,3,False
96,36,Supporter,2010-07-19T19:44:07.300,3,False
97,55,Critic,2010-07-19T19:44:07.347,3,False
98,36,Autobiographer,2010-07-19T19:44:07.363,3,False
99,94,Autobiographer,2010-07-19T19:44:07.380,3,False
100,39,Teacher,2010-07-19T19:49:06.853,3,False
101,41,Teacher,2010-07-19T19:49:06.947,3,False
102,56,Teacher,2010-07-19T19:49:06.993,3,False
103,87,Teacher,2010-07-19T19:49:07.010,3,False
104,17,Student,2010-07-19T19:49:07.057,3,False
105,68,Student,2010-07-19T19:49:07.087,3,False
106,69,Editor,2010-07-19T19:49:07.133,3,False
107,87,Supporter,2010-07-19T19:49:07.180,3,False
108,94,Supporter,2010-07-19T19:49:07.197,3,False
109,101,Supporter,2010-07-19T19:49:07.210,3,False
110,6,Autobiographer,2010-07-19T19:49:07.243,3,False
112,39,Editor,2010-07-19T19:54:06.840,3,False
113,17,Supporter,2010-07-19T19:54:06.967,3,False
114,74,Teacher,2010-07-19T19:59:06.860,3,False
115,83,Teacher,2010-07-19T19:59:07.000,3,False
116,96,Teacher,2010-07-19T19:59:07.017,3,False
117,93,Supporter,2010-07-19T19:59:07.093,3,False
118,103,Supporter,2010-07-19T19:59:07.110,3,False
119,104,Supporter,2010-07-19T19:59:07.157,3,False
120,25,Critic,2010-07-19T19:59:07.170,3,False
121,36,Critic,2010-07-19T19:59:07.170,3,False
122,107,Critic,2010-07-19T19:59:07.187,3,False
123,25,Teacher,2010-07-19T20:04:06.817,3,False
124,74,Editor,2010-07-19T20:04:06.927,3,False
125,102,Supporter,2010-07-19T20:04:06.957,3,False
126,93,Teacher,2010-07-19T20:09:06.960,3,False
127,22,Editor,2010-07-19T20:09:07.087,3,False
128,74,Supporter,2010-07-19T20:09:07.117,3,False
129,69,Teacher,2010-07-19T20:14:06.777,3,False
130,72,Teacher,2010-07-19T20:14:07.713,3,False
131,5,Editor,2010-07-19T20:14:07.853,3,False
132,33,Supporter,2010-07-19T20:14:07.930,3,False
133,60,Supporter,2010-07-19T20:14:07.963,3,False
134,13,Critic,2010-07-19T20:14:08.087,3,False
135,103,Critic,2010-07-19T20:14:08.167,3,False
136,111,Autobiographer,2010-07-19T20:14:08.320,3,False
137,113,Autobiographer,2010-07-19T20:14:08.383,3,False
138,22,Teacher,2010-07-19T20:19:06.780,3,False
139,5,Supporter,2010-07-19T20:19:06.937,3,False
140,13,Supporter,2010-07-19T20:19:06.937,3,False
141,116,Supporter,2010-07-19T20:19:06.953,3,False
142,117,Autobiographer,2010-07-19T20:19:06.983,3,False
144,8,Editor,2010-07-19T20:24:06.970,3,False
145,117,Supporter,2010-07-19T20:24:07.173,3,False
146,120,Supporter,2010-07-19T20:24:07.207,3,False
147,119,Autobiographer,2010-07-19T20:24:07.220,3,False
148,114,Student,2010-07-19T20:29:06.757,3,False
149,29,Supporter,2010-07-19T20:29:06.880,3,False
150,121,Supporter,2010-07-19T20:29:06.880,3,False
151,55,Student,2010-07-19T20:34:06.743,3,False
152,57,Student,2010-07-19T20:34:06.837,3,False
153,117,Student,2010-07-19T20:34:06.870,3,False
154,25,Supporter,2010-07-19T20:34:06.900,3,False
155,61,Supporter,2010-07-19T20:34:06.917,3,False
156,46,Teacher,2010-07-19T20:39:06.840,3,False
157,69,Organizer,2010-07-19T20:39:06.997,3,False
158,16,Supporter,2010-07-19T20:39:07.030,3,False
159,46,Supporter,2010-07-19T20:39:07.043,3,False
160,46,Critic,2010-07-19T20:39:07.043,3,False
161,69,Critic,2010-07-19T20:39:07.043,3,False
162,122,Autobiographer,2010-07-19T20:39:07.060,3,False
163,123,Autobiographer,2010-07-19T20:44:06.783,3,False
164,58,Supporter,2010-07-19T20:49:06.693,3,False
165,58,Scholar,2010-07-19T20:49:06.710,3,False
166,124,Organizer,2010-07-19T20:54:06.727,3,False
167,12,Supporter,2010-07-19T20:54:06.867,3,False
168,114,Supporter,2010-07-19T20:54:06.883,3,False
169,127,Supporter,2010-07-19T20:54:06.900,3,False
170,126,Autobiographer,2010-07-19T20:54:06.913,3,False
171,127,Autobiographer,2010-07-19T20:54:06.930,3,False
172,39,Student,2010-07-19T20:59:06.763,3,False
173,87,Editor,2010-07-19T20:59:06.950,3,False
174,124,Supporter,2010-07-19T20:59:07.120,3,False
175,13,Commentator,2010-07-19T20:59:07.247,3,False
176,61,Teacher,2010-07-19T21:04:06.750,3,False
177,128,Supporter,2010-07-19T21:04:06.983,3,False
178,103,Autobiographer,2010-07-19T21:04:07.047,3,False
179,38,Student,2010-07-19T21:09:06.740,3,False
180,24,Organizer,2010-07-19T21:09:06.847,3,False
181,72,Supporter,2010-07-19T21:09:06.940,3,False
182,54,Critic,2010-07-19T21:09:06.973,3,False
183,83,Student,2010-07-19T21:14:06.720,3,False
184,132,Supporter,2010-07-19T21:14:06.750,3,False
185,132,Autobiographer,2010-07-19T21:14:06.767,3,False
186,117,Scholar,2010-07-19T21:14:06.780,3,False
187,130,Teacher,2010-07-19T21:19:06.707,3,False
188,130,Supporter,2010-07-19T21:19:06.847,3,False
189,130,Critic,2010-07-19T21:19:06.863,3,False
191,135,Supporter,2010-07-19T21:24:06.757,3,False
192,131,Student,2010-07-19T21:29:06.743,3,False
193,83,Supporter,2010-07-19T21:29:06.777,3,False
195,140,Autobiographer,2010-07-19T21:34:06.780,3,False
196,142,Student,2010-07-19T21:39:06.877,3,False
197,13,Organizer,2010-07-19T21:39:07.110,3,False
198,138,Supporter,2010-07-19T21:39:07.203,3,False
199,140,Supporter,2010-07-19T21:39:07.233,3,False
200,83,Scholar,2010-07-19T21:39:07.267,3,False
201,61,Organizer,2010-07-19T21:44:06.863,3,False
202,142,Supporter,2010-07-19T21:44:07.083,3,False
203,5,Self-Learner,2010-07-19T21:44:07.207,3,False
204,5,Commentator,2010-07-19T21:44:07.270,3,False
205,24,Editor,2010-07-19T21:49:06.913,3,False
206,22,Organizer,2010-07-19T21:54:06.840,3,False
207,90,Supporter,2010-07-19T21:54:06.963,3,False
208,90,Editor,2010-07-19T21:59:06.797,3,False
209,147,Autobiographer,2010-07-19T21:59:06.950,3,False
210,142,Teacher,2010-07-19T22:04:06.813,3,False
211,148,Supporter,2010-07-19T22:04:06.877,3,False
212,5,Mortarboard,2010-07-19T22:04:06.923,3,False
214,17,Scholar,2010-07-19T22:09:07.147,3,False
215,138,Student,2010-07-19T22:14:07.037,3,False
216,39,Supporter,2010-07-19T22:14:07.223,3,False
218,153,Autobiographer,2010-07-19T22:34:06.973,3,False
219,18,Nice Question,2010-07-19T22:39:07.013,3,False
220,90,Student,2010-07-19T22:44:06.973,3,False
221,156,Autobiographer,2010-07-19T22:49:06.963,3,False
222,81,Editor,2010-07-19T22:54:06.957,3,False
223,154,Editor,2010-07-19T22:59:07.043,3,False
224,145,Supporter,2010-07-19T22:59:07.137,3,False
225,145,Teacher,2010-07-19T23:04:07.050,3,False
226,154,Student,2010-07-19T23:04:07.220,3,False
229,158,Supporter,2010-07-19T23:09:07.120,3,False
230,159,Autobiographer,2010-07-19T23:09:07.133,3,False
231,159,Supporter,2010-07-19T23:14:07.220,3,False
232,161,Autobiographer,2010-07-19T23:19:07.180,3,False
233,148,Editor,2010-07-19T23:24:07.157,3,False
234,163,Autobiographer,2010-07-19T23:29:07.113,3,False
235,131,Supporter,2010-07-19T23:34:07.137,3,False
236,159,Organizer,2010-07-19T23:44:07.193,3,False
237,164,Autobiographer,2010-07-19T23:44:07.363,3,False
238,108,Teacher,2010-07-19T23:49:07.213,3,False
239,54,Supporter,2010-07-19T23:49:07.400,3,False
240,159,Teacher,2010-07-20T00:04:07.293,3,False
241,90,Teacher,2010-07-20T00:14:07.647,3,False
242,158,Teacher,2010-07-20T00:14:07.693,3,False
244,169,Autobiographer,2010-07-20T00:29:07.587,3,False
245,166,Supporter,2010-07-20T00:34:07.557,3,False
246,119,Teacher,2010-07-20T00:49:07.710,3,False
247,74,Student,2010-07-20T00:59:07.700,3,False
248,173,Supporter,2010-07-20T00:59:07.793,3,False
249,174,Autobiographer,2010-07-20T01:14:07.790,3,False
250,175,Autobiographer,2010-07-20T01:19:07.683,3,False
251,176,Autobiographer,2010-07-20T01:19:07.950,3,False
252,24,Scholar,2010-07-20T01:24:07.640,3,False
253,177,Autobiographer,2010-07-20T01:29:07.660,3,False
254,13,Teacher,2010-07-20T01:44:07.750,3,False
255,174,Supporter,2010-07-20T01:44:07.873,3,False
256,178,Supporter,2010-07-20T01:44:07.907,3,False
257,173,Teacher,2010-07-20T01:49:07.660,3,False
258,179,Supporter,2010-07-20T01:49:07.753,3,False
260,62,Critic,2010-07-20T02:04:07.967,3,False
261,81,Teacher,2010-07-20T02:09:07.690,3,False
262,62,Editor,2010-07-20T02:14:07.707,3,False
263,181,Autobiographer,2010-07-20T02:49:08.000,3,False
264,80,Teacher,2010-07-20T02:59:08.037,3,False
265,181,Supporter,2010-07-20T02:59:08.163,3,False
266,183,Supporter,2010-07-20T02:59:08.163,3,False
267,83,Editor,2010-07-20T03:09:08.060,3,False
268,184,Supporter,2010-07-20T03:14:08.070,3,False
269,184,Autobiographer,2010-07-20T03:14:08.103,3,False
270,183,Teacher,2010-07-20T03:29:08.207,3,False
271,183,Editor,2010-07-20T03:44:08.403,3,False
272,186,Autobiographer,2010-07-20T03:44:08.590,3,False
273,174,Teacher,2010-07-20T03:54:08.400,3,False
274,175,Supporter,2010-07-20T03:54:08.527,3,False
275,188,Autobiographer,2010-07-20T03:54:08.540,3,False
276,18,Organizer,2010-07-20T03:59:08.493,3,False
277,187,Student,2010-07-20T04:09:08.563,3,False
280,23,Good Answer,2010-07-20T04:09:08.877,2,False
281,189,Autobiographer,2010-07-20T04:29:08.643,3,False
282,190,Supporter,2010-07-20T04:44:08.733,3,False
283,190,Autobiographer,2010-07-20T04:44:08.810,3,False
284,191,Autobiographer,2010-07-20T04:59:08.773,3,False
285,159,Student,2010-07-20T05:09:08.837,3,False
288,85,Supporter,2010-07-20T05:14:08.843,3,False
289,191,Student,2010-07-20T05:19:09.320,3,False
290,144,Supporter,2010-07-20T05:19:09.570,3,False
291,154,Supporter,2010-07-20T05:19:09.583,3,False
292,144,Scholar,2010-07-20T05:19:09.647,3,False
293,193,Autobiographer,2010-07-20T05:24:08.937,3,False
294,159,Editor,2010-07-20T05:29:08.990,3,False
295,174,Editor,2010-07-20T05:29:09.163,3,False
296,193,Supporter,2010-07-20T05:34:08.997,3,False
297,187,Teacher,2010-07-20T05:39:09.037,3,False
298,85,Editor,2010-07-20T05:44:09.060,3,False
299,196,Supporter,2010-07-20T05:59:09.160,3,False
300,197,Autobiographer,2010-07-20T05:59:09.190,3,False
301,196,Critic,2010-07-20T06:04:09.120,3,False
302,154,Organizer,2010-07-20T06:19:09.213,3,False
303,178,Critic,2010-07-20T06:39:10.220,3,False
304,128,Editor,2010-07-20T06:54:10.453,3,False
305,79,Student,2010-07-20T06:59:10.320,3,False
306,128,Student,2010-07-20T06:59:10.617,3,False
307,196,Student,2010-07-20T06:59:10.803,3,False
308,200,Autobiographer,2010-07-20T06:59:10.913,3,False
309,199,Teacher,2010-07-20T07:04:08.233,3,False
310,71,Student,2010-07-20T07:04:08.310,3,False
311,85,Student,2010-07-20T07:04:08.340,3,False
312,87,Student,2010-07-20T07:04:08.357,3,False
313,144,Student,2010-07-20T07:04:08.387,3,False
314,148,Student,2010-07-20T07:04:08.450,3,False
315,166,Student,2010-07-20T07:04:08.497,3,False
316,173,Student,2010-07-20T07:04:08.543,3,False
317,175,Student,2010-07-20T07:04:08.590,3,False
318,183,Student,2010-07-20T07:04:08.637,3,False
319,188,Student,2010-07-20T07:04:08.670,3,False
320,190,Student,2010-07-20T07:04:08.700,3,False
321,132,Student,2010-07-20T07:09:08.297,3,False
322,202,Autobiographer,2010-07-20T07:09:08.470,3,False
323,203,Autobiographer,2010-07-20T07:09:08.487,3,False
324,103,Editor,2010-07-20T07:24:08.323,3,False
325,144,Organizer,2010-07-20T07:24:08.387,3,False
326,103,Cleanup,2010-07-20T07:29:08.343,3,False
327,144,Editor,2010-07-20T07:34:08.363,3,False
328,199,Supporter,2010-07-20T07:39:08.397,3,False
329,65,Supporter,2010-07-20T07:49:08.390,3,False
330,204,Supporter,2010-07-20T07:49:08.420,3,False
331,66,Nice Question,2010-07-20T07:49:08.453,3,False
332,206,Supporter,2010-07-20T08:09:08.530,3,False
333,114,Teacher,2010-07-20T08:14:09.453,3,False
334,207,Autobiographer,2010-07-20T08:14:09.780,3,False
336,196,Scholar,2010-07-20T08:39:08.643,3,False
337,212,Autobiographer,2010-07-20T08:44:08.727,3,False
338,103,Teacher,2010-07-20T08:54:10.137,3,False
339,138,Teacher,2010-07-20T08:54:10.213,3,False
340,196,Editor,2010-07-20T08:54:10.387,3,False
341,212,Supporter,2010-07-20T08:54:10.497,3,False
342,196,Teacher,2010-07-20T09:04:09.020,3,False
343,199,Student,2010-07-20T09:09:08.743,3,False
344,214,Supporter,2010-07-20T09:24:08.807,3,False
345,108,Supporter,2010-07-20T09:39:09.480,3,False
346,218,Autobiographer,2010-07-20T09:44:08.967,3,False
347,217,Student,2010-07-20T09:49:08.950,3,False
348,217,Teacher,2010-07-20T09:59:09.117,3,False
349,79,Supporter,2010-07-20T09:59:09.223,3,False
350,217,Supporter,2010-07-20T09:59:09.240,3,False
351,190,Teacher,2010-07-20T10:04:09.533,3,False
352,187,Supporter,2010-07-20T10:04:09.690,3,False
353,190,Editor,2010-07-20T10:14:09.057,3,False
355,211,Teacher,2010-07-20T10:29:09.150,3,False
356,194,Supporter,2010-07-20T10:29:09.353,3,False
357,159,Mortarboard,2010-07-20T10:29:09.383,3,False
358,169,Teacher,2010-07-20T10:34:10.517,3,False
359,171,Teacher,2010-07-20T10:34:10.640,3,False
360,107,Supporter,2010-07-20T11:04:10.333,3,False
362,213,Supporter,2010-07-20T11:19:10.967,3,False
363,213,Editor,2010-07-20T11:24:09.460,3,False
364,215,Editor,2010-07-20T11:39:11.587,3,False
365,215,Autobiographer,2010-07-20T11:44:09.990,3,False
366,198,Supporter,2010-07-20T11:49:09.840,3,False
367,62,Teacher,2010-07-20T11:59:12.830,3,False
368,107,Teacher,2010-07-20T11:59:13.017,3,False
369,221,Supporter,2010-07-20T11:59:13.110,3,False
370,215,Supporter,2010-07-20T12:04:12.897,3,False
371,40,Teacher,2010-07-20T12:34:12.913,3,False
372,220,Student,2010-07-20T12:34:13.197,3,False
373,222,Autobiographer,2010-07-20T12:34:13.460,3,False
374,56,Supporter,2010-07-20T12:44:13.003,3,False
375,220,Supporter,2010-07-20T12:54:12.983,3,False
376,13,Nice Question,2010-07-20T12:54:13.013,3,False
377,225,Autobiographer,2010-07-20T13:14:12.787,3,False
378,189,Student,2010-07-20T13:19:12.697,3,False
379,199,Editor,2010-07-20T13:59:12.243,3,False
380,198,Teacher,2010-07-20T14:19:12.040,3,False
381,232,Supporter,2010-07-20T14:19:12.303,3,False
382,232,Autobiographer,2010-07-20T14:19:12.350,3,False
383,194,Scholar,2010-07-20T14:19:12.383,3,False
384,168,Supporter,2010-07-20T14:24:12.027,3,False
386,38,Supporter,2010-07-20T14:34:12.080,3,False
387,38,Scholar,2010-07-20T14:34:12.173,3,False
388,215,Student,2010-07-20T14:39:11.913,3,False
389,210,Supporter,2010-07-20T14:39:12.147,3,False
390,217,Critic,2010-07-20T14:39:12.193,3,False
391,89,Supporter,2010-07-20T14:44:12.243,3,False
392,62,Organizer,2010-07-20T14:59:11.723,3,False
394,18,Supporter,2010-07-20T15:09:11.967,3,False
396,36,Editor,2010-07-20T15:14:11.713,3,False
398,230,Supporter,2010-07-20T15:29:11.723,3,False
399,71,Teacher,2010-07-20T15:39:12.630,3,False
400,190,Organizer,2010-07-20T15:49:11.740,3,False
401,190,Critic,2010-07-20T15:49:11.943,3,False
402,5,Organizer,2010-07-20T15:54:11.770,3,False
403,75,Supporter,2010-07-20T15:54:11.847,3,False
404,240,Autobiographer,2010-07-20T15:54:11.893,3,False
405,8,Commentator,2010-07-20T16:04:11.750,3,False
406,241,Autobiographer,2010-07-20T16:09:11.947,3,False
407,24,Critic,2010-07-20T16:14:11.710,3,False
408,200,Editor,2010-07-20T16:19:11.643,3,False
409,22,Commentator,2010-07-20T16:24:11.763,3,False
410,148,Scholar,2010-07-20T16:34:11.677,3,False
412,38,Teacher,2010-07-20T16:54:11.573,3,False
413,200,Supporter,2010-07-20T16:54:11.777,3,False
414,218,Supporter,2010-07-20T17:29:25.650,3,False
415,233,Supporter,2010-07-20T17:52:22.647,3,False
416,229,Teacher,2010-07-20T18:02:22.877,3,False
417,240,Supporter,2010-07-20T18:02:23.343,3,False
418,89,Teacher,2010-07-20T18:07:22.617,3,False
420,139,Supporter,2010-07-20T18:12:22.730,3,False
422,58,Student,2010-07-20T18:32:22.783,3,False
423,68,Supporter,2010-07-20T18:32:23.207,3,False
424,200,Student,2010-07-20T19:02:22.880,3,False
425,216,Teacher,2010-07-20T19:07:26.843,3,False
426,248,Autobiographer,2010-07-20T19:12:27.143,3,False
427,215,Teacher,2010-07-20T19:27:26.953,3,False
428,220,Editor,2010-07-20T19:27:27.093,3,False
429,247,Student,2010-07-20T19:57:27.037,3,False
430,151,Supporter,2010-07-20T19:57:27.253,3,False
431,151,Critic,2010-07-20T19:57:27.287,3,False
432,54,Editor,2010-07-20T20:07:27.060,3,False
433,54,Teacher,2010-07-20T20:47:27.277,3,False
434,90,Scholar,2010-07-20T21:37:27.653,3,False
435,74,Mortarboard,2010-07-20T22:07:27.690,3,False
436,24,Teacher,2010-07-20T22:42:31.933,3,False
437,178,Teacher,2010-07-20T22:42:32.057,3,False
438,8,Critic,2010-07-20T22:42:32.103,3,False
439,155,Supporter,2010-07-20T22:57:31.960,3,False
440,34,Supporter,2010-07-20T23:37:32.313,3,False
441,83,Nice Question,2010-07-20T23:37:32.407,3,False
442,61,Nice Answer,2010-07-20T23:37:32.563,3,False
444,170,Supporter,2010-07-21T00:02:32.610,3,False
446,71,Editor,2010-07-21T00:27:32.590,3,False
447,226,Editor,2010-07-21T00:37:32.570,3,False
448,196,Commentator,2010-07-21T00:52:32.650,3,False
450,89,Critic,2010-07-21T03:18:11.793,3,False
451,191,Supporter,2010-07-21T03:28:11.957,3,False
452,252,Autobiographer,2010-07-21T04:23:12.433,3,False
453,252,Student,2010-07-21T04:28:12.460,3,False
454,111,Supporter,2010-07-21T04:33:12.473,3,False
455,34,Teacher,2010-07-21T04:53:12.590,3,False
456,251,Supporter,2010-07-21T05:18:12.720,3,False
457,19,Supporter,2010-07-21T05:48:12.780,3,False
458,68,Teacher,2010-07-21T06:03:13.000,3,False
459,223,Supporter,2010-07-21T06:03:13.123,3,False
460,223,Teacher,2010-07-21T06:28:12.870,3,False
461,103,Organizer,2010-07-21T06:28:13.010,3,False
462,223,Critic,2010-07-21T06:38:12.897,3,False
463,125,Student,2010-07-21T06:53:12.897,3,False
464,194,Student,2010-07-21T06:53:13.023,3,False
465,213,Student,2010-07-21T06:53:13.040,3,False
466,221,Student,2010-07-21T06:53:13.087,3,False
467,223,Autobiographer,2010-07-21T07:13:12.837,3,False
468,199,Scholar,2010-07-21T07:43:12.610,3,False
469,252,Supporter,2010-07-21T07:48:12.597,3,False
470,253,Autobiographer,2010-07-21T07:58:12.557,3,False
471,253,Supporter,2010-07-21T08:03:12.543,3,False
472,38,Nice Question,2010-07-21T08:03:12.560,3,False
473,226,Teacher,2010-07-21T08:13:12.473,3,False
474,108,Editor,2010-07-21T08:38:12.303,3,False
475,253,Teacher,2010-07-21T08:48:12.267,3,False
476,108,Autobiographer,2010-07-21T09:18:12.307,3,False
477,17,Critic,2010-07-21T09:23:12.293,3,False
478,5,Critic,2010-07-21T09:53:12.377,3,False
479,229,Supporter,2010-07-21T10:18:12.453,3,False
480,254,Supporter,2010-07-21T10:28:12.460,3,False
481,255,Supporter,2010-07-21T10:38:12.450,3,False
482,170,Teacher,2010-07-21T10:48:12.407,3,False
483,251,Teacher,2010-07-21T10:58:12.393,3,False
484,139,Teacher,2010-07-21T11:13:12.353,3,False
485,8,Scholar,2010-07-21T11:18:12.440,3,False
487,34,Student,2010-07-21T12:33:12.283,3,False
488,210,Student,2010-07-21T12:33:12.423,3,False
489,256,Supporter,2010-07-21T12:58:12.310,3,False
490,256,Teacher,2010-07-21T13:23:12.407,3,False
491,219,Editor,2010-07-21T13:43:12.500,3,False
492,23,Scholar,2010-07-21T14:18:12.680,3,False
493,62,Scholar,2010-07-21T14:28:12.920,3,False
494,210,Editor,2010-07-21T14:48:12.623,3,False
495,258,Supporter,2010-07-21T15:08:12.700,3,False
496,77,Student,2010-07-21T15:23:12.700,3,False
497,43,Supporter,2010-07-21T15:23:12.857,3,False
498,43,Critic,2010-07-21T15:23:12.873,3,False
499,210,Teacher,2010-07-21T15:28:12.877,3,False
501,247,Supporter,2010-07-21T17:13:12.870,3,False
502,30,Teacher,2010-07-21T17:28:12.813,3,False
503,8,Nice Answer,2010-07-21T18:03:13.077,3,False
504,77,Teacher,2010-07-21T18:08:12.863,3,False
505,138,Editor,2010-07-21T18:38:12.960,3,False
506,132,Scholar,2010-07-21T18:53:12.960,3,False
507,212,Critic,2010-07-21T19:38:13.437,3,False
508,259,Supporter,2010-07-21T20:48:13.613,3,False
509,11,Supporter,2010-07-21T21:23:13.783,3,False
510,259,Student,2010-07-21T21:28:13.880,3,False
511,132,Editor,2010-07-21T21:33:13.833,3,False
512,74,Nice Question,2010-07-21T21:38:14.050,3,False
513,261,Autobiographer,2010-07-21T21:43:13.893,3,False
515,168,Teacher,2010-07-21T23:03:14.147,3,False
516,129,Supporter,2010-07-21T23:03:14.337,3,False
517,168,Critic,2010-07-21T23:03:14.367,3,False
518,189,Scholar,2010-07-21T23:08:14.170,3,False
519,251,Editor,2010-07-22T00:38:14.393,3,False
521,110,Supporter,2010-07-22T00:43:14.680,3,False
523,260,Autobiographer,2010-07-22T01:58:14.683,3,False
524,260,Teacher,2010-07-22T03:38:16.280,3,False
525,263,Autobiographer,2010-07-22T04:38:17.473,3,False
526,252,Scholar,2010-07-22T05:13:18.420,3,False
527,128,Teacher,2010-07-22T08:23:18.680,3,False
528,89,Student,2010-07-22T08:23:18.757,3,False
529,210,Critic,2010-07-22T09:48:18.843,3,False
530,223,Student,2010-07-22T09:58:18.857,3,False
531,268,Autobiographer,2010-07-22T11:18:19.200,3,False
532,267,Supporter,2010-07-22T11:23:19.240,3,False
533,268,Supporter,2010-07-22T11:38:19.247,3,False
534,266,Teacher,2010-07-22T11:53:19.530,3,False
535,266,Student,2010-07-22T11:53:19.607,3,False
537,62,Commentator,2010-07-22T12:33:19.433,3,False
538,223,Commentator,2010-07-22T12:38:19.360,3,False
539,223,Organizer,2010-07-22T12:58:19.647,3,False
